facility,time,tavg_C,tavg_F,tmin_C,tmin_F,tmax_C,tmax_F,prcp,snow,wdir,wspd,wpgt,pres,tsun
NWC,12/25/2023,7.2,44.96,4.4,39.92,10.6,51.08,0,0,58,6.8,,1029.4,
NWC,12/26/2023,7.3,45.14,6.1,42.98,9.4,48.92,0,0,84,6.1,,1025.3,
NWC,12/27/2023,8.2,46.76,6.7,44.06,11.1,51.98,46.7,0,52,16.6,,1015.2,
NWC,12/28/2023,10.8,51.44,8.9,48.02,12.2,53.96,0.5,0,306,10.1,,1005.5,
NWC,12/29/2023,9.1,48.38,2.2,35.96,12.2,53.96,0,0,289,12.6,,1006.4,
NWC,12/30/2023,5.3,41.54,2.2,35.96,8.3,46.94,0,0,268,15.8,,1007.9,
NWC,12/31/2023,5.8,42.44,2.2,35.96,8.9,48.02,0,0,274,9,,1016.1,
NWC,1/1/2024,4.9,40.82,2.2,35.96,8.3,46.94,0,0,355,7.6,,1017.1,
NWC,1/2/2024,3.1,37.58,-0.5,31.1,6.1,42.98,0,0,312,13.7,,1019.4,
NWC,1/3/2024,1.4,34.52,-2.7,27.14,7.2,44.96,0,0,275,6.5,,1017.8,
NWC,1/4/2024,3,37.4,-2.7,27.14,6.7,44.06,0,0,320,14.8,,1018.1,
NWC,1/5/2024,-1.1,30.02,-6.6,20.12,3.3,37.94,0,0,273,10.1,,1026.3,
NWC,1/6/2024,-0.9,30.38,-5.5,22.1,3.9,39.02,27.4,0,47,16.2,,1014.2,
NWC,1/7/2024,3.6,38.48,1.7,35.06,6.7,44.06,1,0,296,18.4,,1007.7,
NWC,1/8/2024,4.1,39.38,-2.1,28.22,7.8,46.04,0,0,331,10.4,,1027.9,
NWC,1/9/2024,3.8,38.84,-3.2,26.24,13.9,57.02,63.5,0,103,23.8,,1012.2,
NWC,1/10/2024,10.1,50.18,6.1,42.98,13.9,57.02,0.3,0,258,28.1,,996.4,
NWC,1/11/2024,5.9,42.62,0.6,33.08,8.9,48.02,0,0,254,10.4,,1012.6,
NWC,1/12/2024,3.8,38.84,-3.8,25.16,12.2,53.96,9.9,0,66,15.1,,1016.2,
NWC,1/13/2024,9.4,48.92,0.6,33.08,13.9,57.02,4.8,0,242,27.7,,998,
NWC,1/14/2024,1.4,34.52,-3.8,25.16,7.8,46.04,0,0,254,22.3,,1015.3,
NWC,1/15/2024,-3.1,26.42,-4.3,24.26,-1.6,29.12,5.6,0,309,7.6,,1024,
NWC,1/16/2024,-2.9,26.78,-7.7,18.14,-1,30.2,4.6,80,350,19.8,,1012.7,
NWC,1/17/2024,-7.5,18.5,-12.1,10.22,-3.8,25.16,0,80,261,15.8,,1019.2,
NWC,1/18/2024,-4.8,23.36,-11,12.2,0,32,0,80,242,4.7,,1021,
NWC,1/19/2024,-1.8,28.76,-7.1,19.22,-0.5,31.1,8.4,100,357,13,,1011.2,
NWC,1/20/2024,-6.1,21.02,-8.8,16.16,-4.3,24.26,0,200,299,25.9,,1018.8,
NWC,1/21/2024,-4.1,24.62,-7.1,19.22,-0.5,31.1,0,180,296,19.8,,1030,
NWC,1/22/2024,-3.8,25.16,-8.2,17.24,0.6,33.08,0,130,253,8.3,,1035.1,
NWC,1/23/2024,-0.3,31.46,-6.6,20.12,6.1,42.98,0,100,143,4,,1033,
NWC,1/24/2024,3.4,38.12,1.7,35.06,6.1,42.98,0.8,30,75,4.7,,1030,
NWC,1/25/2024,8.8,47.84,5,41,13.9,57.02,5.6,0,1,4,,1020.6,
NWC,1/26/2024,10,50,7.8,46.04,10.6,51.08,3.8,0,52,9.4,,1016.9,
NWC,1/27/2024,8.4,47.12,3.9,39.02,12.2,53.96,0,0,44,6.5,,1021.9,
NWC,1/28/2024,5.2,41.36,2.8,37.04,6.1,42.98,22.4,0,32,19.8,,1008.3,
NWC,1/29/2024,4.3,39.74,2.2,35.96,6.1,42.98,0,0,337,22.3,,1012.6,
NWC,1/30/2024,2.6,36.68,1.1,33.98,3.9,39.02,0,0,82,9.4,,1021.9,
NWC,1/31/2024,3.4,38.12,0.6,33.08,6.1,42.98,0,0,37,5,,1019.7,
NWC,2/1/2024,3.1,37.58,-2.7,27.14,10,50,0,0,219,7.6,,1016.1,
NWC,2/2/2024,5.6,42.08,3.9,39.02,7.8,46.04,2,0,342,12.2,,1012.8,
NWC,2/3/2024,4.5,40.1,-2.1,28.22,9.4,48.92,0,0,341,11.9,,1017.9,
NWC,2/4/2024,2.9,37.22,-3.2,26.24,10,50,0,0,326,6.5,,1016,
NWC,2/5/2024,3.4,38.12,-2.1,28.22,9.4,48.92,0,0,18,9.4,,1014.3,
NWC,2/6/2024,1.5,34.7,-4.3,24.26,7.2,44.96,0,0,20,10.8,,1021.7,
NWC,2/7/2024,2.1,35.78,-4.3,24.26,10,50,0,0,356,6.1,,1025.9,
NWC,2/8/2024,3.9,39.02,-2.7,27.14,11.1,51.98,0,0,186,7.6,,1025.7,
NWC,2/9/2024,6.9,44.42,2.8,37.04,13.9,57.02,0,0,163,8.3,,1018.7,
NWC,2/10/2024,7.5,45.5,3.3,37.94,13.3,55.94,0,0,291,4,,1012.1,
NWC,2/11/2024,8.9,48.02,6.1,42.98,10,50,0,0,2,6.1,,1013.3,
NWC,2/12/2024,7.3,45.14,4.4,39.92,10,50,2.8,0,95,7.6,,1011.4,
NWC,2/13/2024,3.7,38.66,0,32,5.6,42.08,21.3,0,333,24.1,,1004.4,
NWC,2/14/2024,2.8,37.04,-3.2,26.24,4.4,39.92,0,0,297,24.1,,1019.2,
NWC,2/15/2024,-0.1,31.82,-5.5,22.1,5,41,0,0,244,11.2,,1019,
NWC,2/16/2024,3.3,37.94,-0.5,31.1,7.2,44.96,0,0,308,17.6,,1013.9,
NWC,2/17/2024,1.2,34.16,-3.8,25.16,3.3,37.94,5.8,50,299,17.6,,1011.3,
NWC,2/18/2024,-0.1,31.82,-5.5,22.1,6.7,44.06,0,0,235,17.6,,1013.8,
NWC,2/19/2024,2.1,35.78,-3.2,26.24,7.8,46.04,0,0,316,9.7,,1022.2,
NWC,2/20/2024,0.9,33.62,-4.9,23.18,6.7,44.06,0,0,71,10.8,,1031.1,
NWC,2/21/2024,1.1,33.98,-4.9,23.18,7.2,44.96,0,0,78,9.4,,1029.2,
NWC,2/22/2024,2,35.6,-3.2,26.24,7.2,44.96,4.6,0,127,9.7,,1014.6,
NWC,2/23/2024,6.1,42.98,3.3,37.94,8.9,48.02,0,0,335,9.4,,999.6,
NWC,2/24/2024,4.7,40.46,-2.7,27.14,8.9,48.02,0.8,0,333,14,,1007.5,
NWC,2/25/2024,-0.4,31.28,-6.6,20.12,5.6,42.08,0,0,262,10.1,,1020.6,
NWC,2/26/2024,4.9,40.82,-1,30.2,14.4,57.92,0,0,174,8.6,,1017.3,
NWC,2/27/2024,8.5,47.3,1.7,35.06,16.7,62.06,2.5,0,150,15.5,,1013.4,
NWC,2/28/2024,14.1,57.38,5,41,17.2,62.96,5.8,0,205,25.9,,1006,
NWC,2/29/2024,4.1,39.38,-1.6,29.12,6.7,44.06,0,0,296,21.2,,1027,
NWC,3/1/2024,2.1,35.78,-4.9,23.18,8.3,46.94,0,0,117,11.5,,1035.3,
NWC,3/2/2024,7.2,44.96,3.3,37.94,12.8,55.04,31,0,73,15.1,,1023.2,
NWC,3/3/2024,11.7,53.06,5,41,19.4,66.92,0,0,299,7.6,,1022.7,
NWC,3/4/2024,11.4,52.52,6.7,44.06,18.3,64.94,0,0,74,10.4,,1026.1,
NWC,3/5/2024,8.2,46.76,6.1,42.98,10,50,8.6,0,23,18,,1019.3,
NWC,3/6/2024,9.4,48.92,7.8,46.04,10.6,51.08,23.4,0,72,11.9,,1013.9,
NWC,3/7/2024,12.1,53.78,7.8,46.04,15.6,60.08,0.5,0,345,19.8,,1013.2,
NWC,3/8/2024,8.6,47.48,3.9,39.02,12.8,55.04,0,0,87,15.5,,1024.7,
NWC,3/9/2024,6.2,43.16,4.4,39.92,12.2,53.96,32,0,113,16.6,,1013.6,
NWC,3/10/2024,8.4,47.12,1.1,33.98,10,50,0.3,0,283,31,,1001.1,
NWC,3/11/2024,6.2,43.16,2.8,37.04,12.2,53.96,0,0,285,33.5,,1009.8,
NWC,3/12/2024,11.5,52.7,3.9,39.02,20.6,69.08,0,0,282,15.1,,1012.4,
NWC,3/13/2024,14.3,57.74,5,41,22.8,73.04,0,0,263,9,,1013.2,
NWC,3/14/2024,14.5,58.1,5.6,42.08,25,77,0,0,190,7.9,,1015.7,
NWC,3/15/2024,16,60.8,8.9,48.02,23.9,75.02,0,0,269,18.4,,1008.6,
NWC,3/16/2024,10.7,51.26,3.3,37.94,16.1,60.98,0,0,274,12.2,,1010.3,
NWC,3/17/2024,12.4,54.32,8.3,46.94,18.9,66.02,0,0,281,17.6,,1003.2,
NWC,3/18/2024,7.5,45.5,1.7,35.06,10.6,51.08,0,0,310,24.8,,1008.5,
NWC,3/19/2024,4.2,39.56,0,32,8.9,48.02,0,0,257,19.8,,1009.5,
NWC,3/20/2024,8.4,47.12,1.1,33.98,17.2,62.96,0,0,255,22.3,,1005.9,
NWC,3/21/2024,2.6,36.68,-2.1,28.22,6.7,44.06,0,0,302,19.1,,1021.8,
NWC,3/22/2024,2.2,35.96,-3.2,26.24,6.1,42.98,0,0,97,14,,1027.1,
NWC,3/23/2024,6.8,44.24,0,32,10.6,51.08,71.4,0,8,24.8,,1011.1,
NWC,3/24/2024,3.3,37.94,-3.2,26.24,10.6,51.08,0,0,11,14,,1024.4,
NWC,3/25/2024,5.8,42.44,-0.5,31.1,12.8,55.04,0,0,51,13.3,,1028.9,
NWC,3/26/2024,6.9,44.42,1.1,33.98,13.3,55.94,0,0,97,11.9,,1022.3,
NWC,3/27/2024,6.9,44.42,5.6,42.08,8.9,48.02,10.4,0,121,5.8,,1019.1,
NWC,3/28/2024,8.8,47.84,5.6,42.08,11.1,51.98,2,0,330,11.5,,1014.9,
NWC,3/29/2024,8.6,47.48,2.2,35.96,14.4,57.92,0,0,299,24.5,,1010.9,
NWC,3/30/2024,8.4,47.12,1.7,35.06,16.7,62.06,3.3,0,270,13,,1011.2,
NWC,3/31/2024,10.8,51.44,5.6,42.08,16.7,62.06,0,0,316,10.8,,1012.8,
NWC,4/1/2024,10.2,50.36,8.3,46.94,12.2,53.96,19.8,0,61,9.7,,1014,
NWC,4/2/2024,8.6,47.48,7.8,46.04,8.9,48.02,27.9,0,72,16.9,,1011.2,
NWC,4/3/2024,7.4,45.32,6.1,42.98,8.3,46.94,40.4,0,63,26.6,,999.4,
NWC,4/4/2024,6.7,44.06,1.7,35.06,10.6,51.08,6.1,0,299,12.2,,997.2,
NWC,4/5/2024,6.7,44.06,2.8,37.04,11.1,51.98,0,0,285,19.8,,1006.3,
NWC,4/6/2024,7.8,46.04,2.8,37.04,13.3,55.94,0,0,322,24.1,,1012.1,
NWC,4/7/2024,11,51.8,5,41,17.2,62.96,0,0,347,14,,1018.2,
NWC,4/8/2024,9.7,49.46,1.7,35.06,18.3,64.94,0,0,137,7.9,,1021,
NWC,4/9/2024,14.7,58.46,5.6,42.08,25,77,0,0,129,8.6,,1017,
NWC,4/10/2024,16.5,61.7,11.1,51.98,22.8,73.04,0,0,128,7.9,,1015.1,
NWC,4/11/2024,16.9,62.42,13.3,55.94,21.7,71.06,1.8,0,120,20.9,,1009.7,
NWC,4/12/2024,16.4,61.52,12.8,55.04,19.4,66.92,2.5,0,220,27,,997.4,
NWC,4/13/2024,13.6,56.48,10,50,17.2,62.96,0.8,0,279,29.9,,1007.6,
NWC,4/14/2024,15.1,59.18,5.6,42.08,23.9,75.02,0,0,229,19.4,,1011.5,
NWC,4/15/2024,20.4,68.72,12.8,55.04,28.9,84.02,11.7,0,249,10.8,,1010.3,
NWC,4/16/2024,17.1,62.78,8.9,48.02,23.3,73.94,0,0,318,13,,1020.2,
NWC,4/17/2024,14.1,57.38,10.6,51.08,17.2,62.96,2.8,0,128,10.8,,1018,
NWC,4/18/2024,12.8,55.04,7.8,46.04,15,59,0,0,40,16.9,,1016.9,
NWC,4/19/2024,9.9,49.82,7.2,44.96,12.8,55.04,0,0,118,12.6,,1019.7,
NWC,4/20/2024,14.2,57.56,9.4,48.92,21.1,69.98,2.5,0,277,15.1,,1014.7,
NWC,4/21/2024,9.2,48.56,2.8,37.04,11.1,51.98,0,0,332,11.2,,1017.2,
NWC,4/22/2024,9,48.2,0,32,16.7,62.06,0,0,309,13,,1018.7,
NWC,4/23/2024,11.1,51.98,2.8,37.04,18.9,66.02,0,0,147,17.3,,1018.7,
NWC,4/24/2024,14.8,58.64,10,50,21.7,71.06,0,0,285,14.8,,1013.4,
NWC,4/25/2024,11.3,52.34,5.6,42.08,15.6,60.08,0,0,64,15.1,,1025.2,
NWC,4/26/2024,9.2,48.56,2.2,35.96,16.1,60.98,0,0,103,13.7,,1031,
NWC,4/27/2024,10,50,7.8,46.04,12.2,53.96,0,0,132,13.7,,1031.2,
NWC,4/28/2024,16.7,62.06,10.6,51.08,26.7,80.06,0,0,183,7.9,,1021.1,
NWC,4/29/2024,21.8,71.24,14.4,57.92,31.7,89.06,0,0,207,7.9,,1015.5,
NWC,4/30/2024,22.2,71.96,15.6,60.08,28.3,82.94,0,0,239,11.5,,1011.2,
NWC,5/1/2024,21.6,70.88,15.6,60.08,26.7,80.06,0.8,0,304,8.6,,1013.2,
NWC,5/2/2024,21.2,70.16,13.9,57.02,31.1,87.98,0,0,219,10.8,,1014.2,
NWC,5/3/2024,17.8,64.04,10,50,21.1,69.98,0,0,94,16.9,,1020.3,
NWC,5/4/2024,10.8,51.44,9.4,48.92,12.2,53.96,6.1,0,93,15.1,,1024.9,
NWC,5/5/2024,11.9,53.42,10,50,17.2,62.96,9.4,0,100,10.8,,1021.9,
NWC,5/6/2024,18.2,64.76,15.6,60.08,22.2,71.96,0,0,325,5.4,,1015.1,
NWC,5/7/2024,20.3,68.54,15.6,60.08,27.2,80.96,0,0,84,9.4,,1008.6,
NWC,5/8/2024,22.2,71.96,17.2,62.96,29.4,84.92,0,0,217,13,,1004,
NWC,5/9/2024,18.7,65.66,13.3,55.94,20.6,69.08,0.5,0,41,9,,1006.2,
NWC,5/10/2024,11.9,53.42,8.9,48.02,13.9,57.02,4.6,0,68,16.9,,1007.3,
NWC,5/11/2024,12,53.6,7.2,44.96,18.3,64.94,0,0,5,14.4,,1010.8,
NWC,5/12/2024,11,51.8,8.3,46.94,14.4,57.92,4.8,0,133,11.5,,1012.6,
NWC,5/13/2024,13.7,56.66,7.2,44.96,21.1,69.98,0,0,181,10.8,,1017.9,
NWC,5/14/2024,16.4,61.52,12.2,53.96,22.2,71.96,3.6,0,168,11.2,,1015.2,
NWC,5/15/2024,16.6,61.88,15,59,18.3,64.94,6.4,0,49,16.9,,1008.1,
NWC,5/16/2024,17.9,64.22,14.4,57.92,22.8,73.04,0,0,351,18.7,,1007.3,
NWC,5/17/2024,17.8,64.04,14.4,57.92,20,68,0,0,61,9.4,,1014.2,
NWC,5/18/2024,16.7,62.06,13.9,57.02,20,68,3.6,0,15,4.3,,1015,
NWC,5/19/2024,18.6,65.48,13.3,55.94,24.4,75.92,0,0,30,9.4,,1015.6,
NWC,5/20/2024,17.5,63.5,13.3,55.94,23.9,75.02,0,0,148,9,,1017.3,
NWC,5/21/2024,18.7,65.66,13.3,55.94,27.2,80.96,0,0,184,12.2,,1016.2,
NWC,5/22/2024,21.5,70.7,15.6,60.08,28.9,84.02,0,0,170,12.6,,1014.5,
NWC,5/23/2024,22.7,72.86,19.4,66.92,26.7,80.06,8.1,0,224,9,,1012.5,
NWC,5/24/2024,23.8,74.84,17.8,64.04,29.4,84.92,0,0,216,7.9,,1011.1,
NWC,5/25/2024,23.2,73.76,15.6,60.08,30.6,87.08,0,0,181,9.4,,1010.9,
NWC,5/26/2024,23.6,74.48,18.9,66.02,29.4,84.92,0,0,158,11.9,,1012,
NWC,5/27/2024,21.8,71.24,18.3,64.94,25.6,78.08,6.9,0,168,16.6,,1008.4,
NWC,5/28/2024,22.7,72.86,17.8,64.04,28.3,82.94,0,0,275,17.6,,1009.1,
NWC,5/29/2024,20,68,14.4,57.92,25,77,0.5,0,278,7.6,,1013.4,
NWC,5/30/2024,17.9,64.22,11.1,51.98,23.9,75.02,0,0,331,18.4,,1016,
NWC,5/31/2024,17.4,63.32,9.4,48.92,24.4,75.92,0,0,324,13,,1021.6,
NWC,6/1/2024,20.2,68.36,10,50,28.3,82.94,0,0,267,8.6,,1021.8,
NWC,6/2/2024,21.5,70.7,12.8,55.04,28.9,84.02,0,0,241,10.1,,1017.3,
NWC,6/3/2024,24.3,75.74,19.4,66.92,30.6,87.08,0.3,0,316,6.5,,1013.4,
NWC,6/4/2024,24.1,75.38,18.9,66.02,27.8,82.04,0,0,127,14,,1015,
NWC,6/5/2024,22.3,72.14,19.4,66.92,26.1,78.98,79.5,0,141,13.7,,1011.6,
NWC,6/6/2024,24.6,76.28,21.1,69.98,30,86,7.6,0,236,15.1,,1002,
NWC,6/7/2024,24.7,76.46,17.2,62.96,30,86,0,0,285,16.9,,1003.8,
NWC,6/8/2024,21.8,71.24,13.9,57.02,27.8,82.04,0,0,297,12.2,,1009.2,
NWC,6/9/2024,22.8,73.04,17.2,62.96,27.2,80.96,0,0,267,16.9,,1004.2,
NWC,6/10/2024,20.7,69.26,13.3,55.94,25.6,78.08,0,0,309,16.2,,1006.1,
NWC,6/11/2024,19.5,67.1,14.4,57.92,22.2,71.96,0,0,346,7.9,,1013.5,
NWC,6/12/2024,19.8,67.64,12.8,55.04,26.7,80.06,0,0,275,8.3,,1016.9,
NWC,6/13/2024,22.6,72.68,15,59,28.9,84.02,0,0,162,11.2,,1016,
NWC,6/14/2024,25.1,77.18,18.3,64.94,31.7,89.06,1.3,0,202,13.3,,1012.2,
NWC,6/15/2024,22.8,73.04,16.7,62.06,28.3,82.94,0,0,331,13.7,,1016.3,
NWC,6/16/2024,21.7,71.06,13.9,57.02,28.3,82.94,0,0,108,11.2,,1022.3,
NWC,6/17/2024,24.2,75.56,18.9,66.02,29.4,84.92,0,0,177,16.2,,1021.8,
NWC,6/18/2024,25.3,77.54,21.1,69.98,30,86,0,0,167,15.5,,1024.1,
NWC,6/19/2024,24.7,76.46,20,68,30,86,0,0,172,14,,1027.3,
NWC,6/20/2024,25.2,77.36,20,68,30.6,87.08,0,0,193,12.2,,1026.2,
NWC,6/21/2024,26.2,79.16,20,68,33.3,91.94,0,0,203,11.9,,1021.8,
NWC,6/22/2024,28.4,83.12,22.8,73.04,35.6,96.08,0,0,194,13.7,,1015.9,
NWC,6/23/2024,29.2,84.56,23.9,75.02,34.4,93.92,8.9,0,218,16.6,,1007.2,
NWC,6/24/2024,26.1,78.98,18.3,64.94,28.9,84.02,0,0,310,20.9,,1006.8,
NWC,6/25/2024,24.2,75.56,16.1,60.98,30.6,87.08,0,0,258,14.8,,1013.4,
NWC,6/26/2024,27.8,82.04,22.2,71.96,33.9,93.02,15,0,228,15.5,,1008.1,
NWC,6/27/2024,25.3,77.54,20,68,30,86,0.3,0,302,13.3,,1009.6,
NWC,6/28/2024,22.6,72.68,18.3,64.94,26.1,78.98,0,0,102,19.8,,1020,
NWC,6/29/2024,23.4,74.12,18.9,66.02,29.4,84.92,5.1,0,150,18.4,,1019.7,
NWC,6/30/2024,25.9,78.62,20,68,30,86,47.2,0,182,15.1,,1014,
NWC,7/1/2024,21.7,71.06,15,59,27.2,80.96,0,0,336,18,,1018,
NWC,7/2/2024,22.4,72.32,16.7,62.06,28.3,82.94,0,0,106,13,,1023.3,
NWC,7/3/2024,23.2,73.76,17.2,62.96,28.3,82.94,0,0,168,14.4,,1021.5,
NWC,7/4/2024,25,77,20.6,69.08,31.1,87.98,0,0,181,12.2,,1013.9,
NWC,7/5/2024,28.2,82.76,23.9,75.02,34.4,93.92,0,0,183,12.6,,1009.4,
NWC,7/6/2024,30,86,26.7,80.06,34.4,93.92,0,0,206,12.6,,1010.4,
NWC,7/7/2024,29.2,84.56,23.9,75.02,33.9,93.02,0,0,334,9.7,,1014.9,
NWC,7/8/2024,27.9,82.22,22.2,71.96,33.9,93.02,0,0,149,11.5,,1016.2,
NWC,7/9/2024,28.2,82.76,24.4,75.92,33.3,91.94,0,0,159,12.2,,1014.4,
NWC,7/10/2024,28.9,84.02,23.9,75.02,32.8,91.04,0,0,168,22.3,,1010.2,
NWC,7/11/2024,26.8,80.24,22.2,71.96,30.6,87.08,13.5,0,262,11.2,,1014.6,
NWC,7/12/2024,24.5,76.1,21.1,69.98,26.7,80.06,2.3,0,87,6.8,,1021,
NWC,7/13/2024,26.1,78.98,22.8,73.04,32.2,89.96,0,0,202,9.4,,1020.3,
NWC,7/14/2024,27.3,81.14,22.8,73.04,33.3,91.94,0,0,183,9.4,,1016.3,
NWC,7/15/2024,29.4,84.92,24.4,75.92,35.6,96.08,0,0,228,12.2,,1011.8,
NWC,7/16/2024,30.3,86.54,22.8,73.04,36.1,96.98,18.5,0,219,14.8,,1009.9,
NWC,7/17/2024,27.7,81.86,22.8,73.04,33.9,93.02,0,0,251,10.4,,1010.3,
NWC,7/18/2024,25.4,77.72,20.6,69.08,30,86,0,0,338,11.9,,1013.2,
NWC,7/19/2024,24.2,75.56,18.3,64.94,30,86,0,0,336,9.7,,1019.4,
NWC,7/20/2024,24.1,75.38,20.6,69.08,28.3,82.94,0,0,172,10.1,,1019.1,
NWC,7/21/2024,25.1,77.18,19.4,66.92,30,86,0,0,144,10.8,,1017,
NWC,7/22/2024,24.8,76.64,22.8,73.04,26.7,80.06,0,0,157,13,,1017.2,
NWC,7/23/2024,25.3,77.54,22.2,71.96,30,86,2,0,263,9.7,,1017,
NWC,7/24/2024,25.3,77.54,23.3,73.94,26.7,80.06,2.5,0,179,7.9,,1019.2,
NWC,7/25/2024,25.3,77.54,21.1,69.98,29.4,84.92,0,0,301,8.3,,1018.3,
NWC,7/26/2024,23.7,74.66,18.9,66.02,29.4,84.92,0,0,342,11.5,,1019.8,
NWC,7/27/2024,24.8,76.64,18.3,64.94,31.1,87.98,0,0,3,9,,1020,
NWC,7/28/2024,24.7,76.46,16.1,60.98,31.1,87.98,0,0,241,7.9,,1019.4,
NWC,7/29/2024,25.1,77.18,20.6,69.08,30.6,87.08,0,0,183,10.8,,1015,
NWC,7/30/2024,25.8,78.44,23.3,73.94,29.4,84.92,0,0,178,18,,1013.6,
NWC,7/31/2024,26.8,80.24,22.8,73.04,32.8,91.04,0.8,0,219,11.2,,1012.9,
NWC,8/1/2024,28.8,83.84,22.2,71.96,35.6,96.08,0,0,252,8.3,,1014.2,
NWC,8/2/2024,28.9,84.02,23.3,73.94,35,95,27.2,0,189,13.3,,1011.3,
NWC,8/3/2024,26.2,79.16,21.7,71.06,32.2,89.96,16,0,224,11.2,,1010.7,
NWC,8/4/2024,24.2,75.56,22.2,71.96,28.9,84.02,3.3,0,230,9.4,,1013.9,
NWC,8/5/2024,26.8,80.24,21.7,71.06,32.8,91.04,0,0,242,9.4,,1016.4,
NWC,8/6/2024,28.2,82.76,21.7,71.06,32.8,91.04,10.4,0,227,14.4,,1013.4,
NWC,8/7/2024,23.4,74.12,20.6,69.08,28.9,84.02,33.8,0,49,15.5,,1013.6,
NWC,8/8/2024,22.4,72.32,20,68,26.1,78.98,29.5,0,77,18.7,,1015.5,
NWC,8/9/2024,26.1,78.98,24.4,75.92,28.9,84.02,11.2,0,176,25.9,,1010.1,
NWC,8/10/2024,25.7,78.26,20.6,69.08,30,86,0,0,297,9.7,,1014.3,
NWC,8/11/2024,23.8,74.84,17.2,62.96,27.8,82.04,0,0,301,9.4,,1016.5,
NWC,8/12/2024,22.2,71.96,15.6,60.08,28.3,82.94,0,0,289,10.1,,1016.2,
NWC,8/13/2024,22.3,72.14,15.6,60.08,28.9,84.02,0,0,322,9.4,,1017.3,
NWC,8/14/2024,23.2,73.76,17.8,64.04,30.6,87.08,0,0,333,9.4,,1018.1,
NWC,8/15/2024,23.9,75.02,17.2,62.96,31.1,87.98,0,0,334,7.9,,1018.1,
NWC,8/16/2024,24,75.2,17.2,62.96,30,86,0,0,208,10.1,,1017.2,
NWC,8/17/2024,23.3,73.94,20,68,25.6,78.08,4.6,0,156,13.3,,1014.3,
NWC,8/18/2024,24.2,75.56,21.1,69.98,28.3,82.94,3.3,0,159,10.1,,1009.4,
NWC,8/19/2024,23.7,74.66,20,68,28.9,84.02,1,0,294,13.7,,1006.9,
NWC,8/20/2024,19.3,66.74,12.8,55.04,22.8,73.04,0,0,319,18.4,,1014.3,
NWC,8/21/2024,17.2,62.96,11.1,51.98,23.9,75.02,0,0,316,13.7,,1019.3,
NWC,8/22/2024,18.9,66.02,11.1,51.98,25.6,78.08,0,0,301,9,,1023,
NWC,8/23/2024,19.9,67.82,12.2,53.96,28.3,82.94,0,0,289,5,,1025.6,
NWC,8/24/2024,21.4,70.52,14.4,57.92,27.8,82.04,0,0,246,6.1,,1024.7,
NWC,8/25/2024,22.5,72.5,16.7,62.06,28.9,84.02,0,0,223,10.4,,1023,
NWC,8/26/2024,24.1,75.38,18.3,64.94,31.7,89.06,0,0,232,7.2,,1020.1,
NWC,8/27/2024,24.6,76.28,17.8,64.04,32.2,89.96,0,0,141,8.6,,1018.8,
NWC,8/28/2024,27.1,80.78,21.7,71.06,34.4,93.92,0,0,247,10.8,,1015.5,
NWC,8/29/2024,26.3,79.34,18.9,66.02,28.9,84.02,28.2,0,70,15.5,,1020.7,
NWC,8/30/2024,21.2,70.16,19.4,66.92,24.4,75.92,0,0,74,14,,1023.5,
NWC,8/31/2024,22.3,72.14,20,68,26.7,80.06,0,0,209,9.7,,1018.5,
NWC,9/1/2024,24.7,76.46,21.1,69.98,29.4,84.92,0,0,223,9.4,,1012.6,
NWC,9/2/2024,23.2,73.76,16.1,60.98,26.7,80.06,0,0,345,16.9,,1016.5,
NWC,9/3/2024,18.7,65.66,12.2,53.96,24.4,75.92,0,0,28,11.9,,1026.3,
NWC,9/4/2024,18.2,64.76,10.6,51.08,26.1,78.98,0,0,63,9.4,,1029.9,
NWC,9/5/2024,19.3,66.74,12.2,53.96,26.7,80.06,0,0,61,9.4,,1026.9,
NWC,9/6/2024,20.2,68.36,14.4,57.92,26.1,78.98,0,0,79,10.1,,1018.9,
NWC,9/7/2024,20.3,68.54,12.2,53.96,25.6,78.08,0.3,0,238,14.8,,1012.1,
NWC,9/8/2024,15.9,60.62,9.4,48.92,22.2,71.96,0,0,297,13,,1017.5,
NWC,9/9/2024,17,62.6,8.9,48.02,25,77,0,0,261,9,,1020,
NWC,9/10/2024,19.8,67.64,11.7,53.06,27.8,82.04,0,0,311,10.1,,1019.5,
NWC,9/11/2024,20.1,68.18,12.2,53.96,27.8,82.04,0,0,88,9,,1021.8,
NWC,9/12/2024,20.7,69.26,14.4,57.92,27.2,80.96,0,0,80,8.6,,1023.7,
NWC,9/13/2024,21.2,70.16,14.4,57.92,28.3,82.94,0,0,35,7.2,,1023.7,
NWC,9/14/2024,21.9,71.42,14.4,57.92,30,86,0,0,48,10.1,,1023.7,
NWC,9/15/2024,21.3,70.34,13.9,57.02,28.9,84.02,0,0,50,12.6,,1026,
NWC,9/16/2024,19.4,66.92,13.9,57.02,25.6,78.08,0,0,49,16.2,,1025.2,
NWC,9/17/2024,22.1,71.78,18.9,66.02,26.7,80.06,0,0,58,18.7,,1021.3,
NWC,9/18/2024,21.7,71.06,18.3,64.94,24.4,75.92,4.1,0,38,15.5,,1016.7,
NWC,9/19/2024,22.6,72.68,16.1,60.98,30.6,87.08,0,0,354,10.4,,1012.5,
NWC,9/20/2024,21.9,71.42,15.6,60.08,28.9,84.02,0,0,64,9.4,,1013.5,
